Verkäufe,Gewicht,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
703.0848,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,Supermarket Type1
1937.478,6.17,Low Fat,0.010647477,Meat,66.3826,Supermarket Type1
3307.6944,19.5,Low Fat,0.015749341,Household,182.2608,Supermarket Type1
3142.576,19.2,Low Fat,0.077628053,Household,197.611,Supermarket Type1
2554.0088,16.7,Low Fat,0,Canned,181.2292,Supermarket Type2
1869.5664,20.85,Regular,0.056695731,Breads,104.0648,Supermarket Type2
5494.8474,14.5,Regular,0.063993068,Breads,260.4594,Supermarket Type1
6093.4016,11.395,Regular,0.069529262,Meat,233.1616,Supermarket Type1
2586.633,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,Supermarket Type1
1255.6988,7.71,Regular,0.06670068,Snack Foods,55.2956,Supermarket Type1
4093.3384,19.25,Regular,0.034699737,Canned,141.7496,Supermarket Type1
3163.8816,7.075,Low Fat,0.058346939,Dairy,142.2128,Supermarket Type1
5033.448,NA,Regular,0.065203103,Meat,166.0816,Supermarket Type3
1137.1864,11.6,Regular,0.078929571,Frozen Foods,79.9276,Supermarket Type1
2696.49,NA,Low Fat,0.182514881,Fruits and Vegetables,98.77,Supermarket Type3
898.83,12.1,Low Fat,0.016895293,Hard Drinks,178.566,Supermarket Type2
2756.412,10,Low Fat,0.073379745,Health and Hygiene,118.244,Supermarket Type1
878.856,14.35,Low Fat,0.08075758,Baking Goods,81.896,Supermarket Type1
659.142,10.395,Low Fat,0.112271498,Snack Foods,58.222,Supermarket Type1
182.4292,NA,Low Fat,0.153741385,Dairy,182.6292,Grocery Store
3610.6334,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,Supermarket Type1
5153.292,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,Supermarket Type1
2588.6304,9.195,Regular,0.078502143,Meat,108.7596,Supermarket Type1
1286.3256,20.7,Regular,0.047684831,Dairy,212.5876,Supermarket Type2
1230.3984,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,Supermarket Type1
1733.7432,NA,Regular,0,Fruits and Vegetables,60.2194,Supermarket Type3
384.8324,NA,Low Fat,0.053392944,Health and Hygiene,193.8162,Grocery Store
3969.4996,16.5,Low Fat,0.036715907,Household,180.0318,Supermarket Type1
7763.228,9,Low Fat,0.065236932,Snack Foods,176.437,Supermarket Type1
809.6128,6.785,Regular,0.041947547,Meat,41.2112,Supermarket Type1
1253.7014,19.5,Low Fat,0.082888496,Canned,178.6002,Supermarket Type2
5715.2272,7.575,Low Fat,0.055390121,Dairy,195.2768,Supermarket Type1
1464.76,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,Supermarket Type1
3251.1014,16.75,Low Fat,0.060495243,Dairy,169.8106,Supermarket Type1
4274.436,7.47,Regular,0,Frozen Foods,214.3218,Supermarket Type1
5375.0034,NA,Regular,0.014753811,Fruits and Vegetables,231.7958,Supermarket Type3
1318.284,NA,Low Fat,0.160707489,Fruits and Vegetables,38.019,Supermarket Type3
2251.7356,13.85,Regular,0.085622362,Meat,119.4124,Supermarket Type2
1176.4686,6.635,Regular,0.046350909,Frozen Foods,37.4506,Supermarket Type1
3523.4136,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,Supermarket Type1
610.5386,15.25,Low Fat,0.026604781,Snack Foods,86.2198,Supermarket Type1
1237.7222,15.85,Low Fat,0,Canned,96.4094,Supermarket Type1
474.0496,15.2,Low Fat,0.031860325,Snack Foods,235.1248,Grocery Store
717.7324,NA,Regular,0,Snack Foods,52.6666,Supermarket Type3
2580.6408,20.75,LF,0.021250002,Soft Drinks,150.5024,Supermarket Type1
2552.6772,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,Supermarket Type1
3914.904,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,Supermarket Type1
796.9626,18,Regular,0.142688846,Fruits and Vegetables,88.5514,Supermarket Type1
916.1408,NA,Low Fat,0.179484411,Dairy,228.9352,Grocery Store
3259.7568,18.35,Low Fat,0.089163056,Household,191.3504,Supermarket Type1
1677.816,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,Supermarket Type1
3707.1744,13.8,reg,0.056960814,Snack Foods,230.0984,Supermarket Type1
2954.1546,21.2,Regular,0.00704098,Starchy Foods,173.5738,Supermarket Type1
2652.5472,10.5,Regular,0.011026594,Snack Foods,166.4842,Supermarket Type2
1037.3164,8.97,Low Fat,0.093203257,Household,52.7956,Supermarket Type1
717.7324,NA,Low Fat,0.026916794,Others,50.9666,Supermarket Type3
426.112,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,Supermarket Type1
6911.004,13.65,Low Fat,0.015908424,Breads,231.1668,Supermarket Type1
3811.0392,19,Low Fat,0.017719277,Health and Hygiene,211.02440000000001,Supermarket Type1
2277.036,NA,Regular,0.035334201,Snack Foods,115.3518,Supermarket Type3
48.6034,NA,Low Fat,0.065652494,Baking Goods,48.9034,Grocery Store
5770.4886,6.865,Low Fat,0.056919038,Snack Foods,212.8218,Supermarket Type1
690.4346,10.8,Regular,0.048143292,Baking Goods,40.2138,Supermarket Type1
1890.2062,16.7,Low Fat,0.022047313,Dairy,110.2886,Supermarket Type1
3195.84,NA,Low Fat,0.090427268,Hard Drinks,126.2336,Supermarket Type3
1504.708,15.15,Low Fat,0.027779254,Baking Goods,150.1708,Supermarket Type1
711.0744,10.5,Low Fat,0,Household,238.3248,Grocery Store
4311.055,17.6,Low Fat,0.008033611,Dairy,174.2422,Supermarket Type2
521.3214,19.35,Low Fat,0.033088472,Meat,175.4738,Supermarket Type1
829.5868,15.7,Low Fat,0.160663021,Household,59.4562,Supermarket Type1
1571.288,18.1,LF,0.178975721,Dairy,155.5288,Supermarket Type1
2403.538,10.195,Regular,0.017627888,Starchy Foods,239.6538,Supermarket Type1
83.8908,NA,low fat,0.0194158,Breads,41.6454,Grocery Store
844.2344,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,Supermarket Type1
2940.1728,19,Low Fat,0.027139013,Household,127.3336,Supermarket Type1
291.6204,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,Grocery Store
3259.7568,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,Supermarket Type1
3415.554,20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,Supermarket Type1
5624.6784,20.35,Regular,0,Dairy,256.7672,Supermarket Type2
6687.961,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,Supermarket Type1
5642.655,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,Supermarket Type1
4943.565,11.3,Low Fat,0.007309544,Meat,196.2426,Supermarket Type2
3135.2522,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,Supermarket Type2
796.9626,18,Regular,0.142978223,Fruits and Vegetables,87.4514,Supermarket Type1
848.895,7.935,Low Fat,0.017191055,Dairy,51.535,Supermarket Type1
38.6164,NA,Low Fat,0.143592939,Baking Goods,37.3164,Grocery Store
4997.4948,20.25,Regular,0.011995271,Canned,184.5924,Supermarket Type1
588.5672,15.5,Regular,0.15717236,Snack Foods,149.1418,Supermarket Type1
372.848,NA,Low Fat,0.061393095,Dairy,91.812,Grocery Store
155.1314,NA,Regular,0.264124669,Meat,155.7314,Grocery Store
3038.7112,15.35,Low Fat,0.020310045999999998,Soft Drinks,218.0508,Supermarket Type1
1587.2672,10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,Supermarket Type1
687.1056,16.7,Regular,0.052517969,Frozen Foods,115.4176,Supermarket Type1
1929.4884,20.7,Regular,0.047565208,Dairy,213.4876,Supermarket Type1
3600.6464,16,LF,0.060797393,Starchy Foods,223.8404,Supermarket Type1
2181.1608,14,Low Fat,0.041291169,Starchy Foods,180.7634,Supermarket Type1
3428.2042,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,Supermarket Type1
623.1888,20.85,Regular,0.056580228,Breads,105.6648,Supermarket Type1
2133.2232,12.35,Low Fat,0.164196823,Household,120.5124,Supermarket Type1
3401.5722,6.85,Low Fat,0.022976497,Frozen Foods,261.6594,Supermarket Type2
1289.6546,10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042,Supermarket Type1
50.6008,NA,Regular,0.141975462,Snack Foods,49.6008,Grocery Store
790.9704,8.775,Low Fat,0,Dairy,45.9428,Supermarket Type1
3147.9024,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,Supermarket Type1
2486.763,NA,Low Fat,0.014205168,Household,56.7614,Supermarket Type3
1139.8496,14.85,Low Fat,0.09344495,Baking Goods,141.0812,Supermarket Type1
1816.3024,20.5,Regular,0.019199733,Frozen Foods,84.3592,Supermarket Type1
199.74,7.84,Regular,0.154120252,Canned,51.935,Supermarket Type2
978.726,18.25,Low Fat,0.089004389,Frozen Foods,196.7452,Supermarket Type1
2683.174,10.3,Regular,0.011117041,Snack Foods,85.854,Supermarket Type1
2897.5616,12.5,LF,0.103422709,Household,169.9448,Supermarket Type1
9158.079,NA,Low Fat,0.089035961,Dairy,260.5594,Supermarket Type3
1957.452,20.25,Regular,0.102723919,Canned,93.212,Supermarket Type1
1296.3126,NA,Regular,0.024733134,Soft Drinks,40.2822,Supermarket Type3
2528.7084,15,Low Fat,0.044871033,Health and Hygiene,140.3838,Supermarket Type1
284.2966,8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138,Supermarket Type1
759.012,15.85,Low Fat,0.078999287,Canned,38.6506,Supermarket Type1
1787.673,13.1,Low Fat,0.020870744,Dairy,117.3782,Supermarket Type1
2431.5016,6.26,Low Fat,0.031599715,Household,111.3228,Supermarket Type1
4466.1864,17.25,Low Fat,0.042413704000000003,Dairy,173.1764,Supermarket Type2
2048.6666,5.765,Low Fat,0.072284689,Frozen Foods,119.9098,Supermarket Type1
1940.807,13.6,Low Fat,0.009984847,Household,175.437,Supermarket Type1
2067.309,10.5,Low Fat,0.052852621,Frozen Foods,88.783,Supermarket Type1
2663.2,7.975,Low Fat,0.014660821,Baking Goods,85.125,Supermarket Type1
1146.5076,12.65,Regular,0.076354362,Frozen Foods,192.1846,Supermarket Type2
3448.844,12.3,Low Fat,0.076709639,Household,247.846,Supermarket Type1
1665.8316,5.985,Low Fat,0.005677876,Baking Goods,184.8924,Supermarket Type1
8114.7704,NA,Low Fat,0,Fruits and Vegetables,184.7266,Supermarket Type3
1713.7692,15.15,Regular,0.012282366,Snack Foods,132.5284,Supermarket Type1
810.9444,12.35,Low Fat,0.026681262,Canned,56.4246,Supermarket Type1
1193.1136,14.3,Low Fat,0.127541722,Frozen Foods,84.9224,Supermarket Type1
856.8846,8.695,Low Fat,0.119513002,Household,93.4094,Supermarket Type1
165.7842,16.35,Low Fat,0.054463442,Meat,163.8842,Grocery Store
1057.9562,6.135,Regular,0,Baking Goods,151.3366,Supermarket Type1
2205.1296,19.5,Low Fat,0.015756784,Household,185.0608,Supermarket Type1
2940.1728,9.5,Regular,0.010907967,Snack Foods,182.3608,Supermarket Type1
3046.7008,8.895,LF,0.07543556,Hard Drinks,235.8616,Supermarket Type1
3327.6684,18.25,Low Fat,0,Frozen Foods,196.8452,Supermarket Type1
520.6556,21.35,Low Fat,0.115194717,Canned,258.3278,Grocery Store
2999.429,19.7,Low Fat,0.066922802,Snack Foods,174.837,Supermarket Type1
2113.2492,NA,Low Fat,0.064636203,Baking Goods,90.0804,Supermarket Type3
942.7728,16.6,Low Fat,0.103195401,Fruits and Vegetables,117.8466,Supermarket Type1
75.2354,NA,Low Fat,0.13121032,Dairy,74.0354,Grocery Store
1581.9408,10.895,Low Fat,0.035747522,Fruits and Vegetables,133.6284,Supermarket Type1
37.9506,NA,reg,0.192650072,Frozen Foods,37.4506,Grocery Store
151.8024,NA,Low Fat,0.098031771,Health and Hygiene,151.3024,Grocery Store
3486.1288,NA,Regular,0.030118338,Breads,248.8092,Supermarket Type3
4262.4516,8.51,Low Fat,0.016201845,Household,195.2478,Supermarket Type1
731.0484,14.15,Low Fat,0.05837308,Snack Foods,243.9828,Grocery Store
1398.8458,6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678,Supermarket Type1
2336.958,15.25,Regular,0.065999008,Snack Foods,177.966,Supermarket Type1
2348.9424,18.25,low fat,0.088750333,Frozen Foods,196.5452,Supermarket Type1
7094.7648,NA,Regular,0.100277876,Fruits and Vegetables,196.8768,Supermarket Type3
1054.6272,16,Regular,0.099252438,Frozen Foods,87.4856,Supermarket Type1
1298.31,19.2,Low Fat,0,Household,127.831,Supermarket Type1
2330.3,12.15,Low Fat,0,Household,117.815,Supermarket Type1
4584.6988,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,Supermarket Type1
527.3136,10.895,Low Fat,0.228993134,Dairy,263.4568,Grocery Store
1869.5664,16,Regular,0.065431917,Dairy,76.1986,Supermarket Type1
2876.256,NA,LF,0.026749991,Frozen Foods,106.928,Supermarket Type3
407.4696,9.195,Low Fat,0,Baking Goods,43.6744,Supermarket Type2
2189.8162,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,Supermarket Type2
1603.9122,10,LF,0.089656812,Health and Hygiene,144.0102,Supermarket Type1
2013.3792,9.395,Low Fat,0.039954281,Others,82.4908,Supermarket Type1
95.8752,NA,Low Fat,0.087854925,Soft Drinks,95.9752,Grocery Store
774.9912,20.75,Low Fat,0.149404057,Breakfast,192.8478,Grocery Store
2403.538,9.8,Low Fat,0.0268952,Meat,128.402,Supermarket Type1
4380.2982,5.695,Low Fat,0.065857092,Frozen Foods,258.5646,Supermarket Type2
219.714,18.2,Low Fat,0.161817014,Fruits and Vegetables,37.819,Supermarket Type1
729.051,19.35,Regular,0.082197959,Baking Goods,49.2034,Supermarket Type1
1393.5194,18.35,Low Fat,0.015335349,Hard Drinks,106.6938,Supermarket Type1
5262.4832,6.36,Low Fat,0.00599072,Household,163.6526,Supermarket Type1
372.848,9.8,Low Fat,0.013898123,Soft Drinks,46.506,Supermarket Type2
3273.7386,NA,Regular,0.078912473,Baking Goods,99.9042,Supermarket Type3
5344.3766,NA,Low Fat,0.059776237,Household,231.7642,Supermarket Type3
303.6048,6.635,Regular,0,Frozen Foods,39.7506,Supermarket Type1
314.2576,18.1,Low Fat,0.297883712,Dairy,156.7288,Grocery Store
276.307,8.93,Low Fat,0.022059594,Household,56.0614,Grocery Store
721.0614,8.3,Low Fat,0.03532494,Fruits and Vegetables,38.9506,Supermarket Type1
3467.4864,8.895,LF,0.124967595,Household,112.7544,Supermarket Type1
5416.9488,16.35,Regular,0.062411404,Fruits and Vegetables,225.9062,Supermarket Type1
283.6308,8.6,Low Fat,0.032754431,Health and Hygiene,140.5154,Supermarket Type2
323.5788,NA,Low Fat,0.160178832,Household,160.2894,Grocery Store
5206.556,19,Regular,0.104035148,Fruits and Vegetables,227.772,Supermarket Type1
2503.408,7.56,Low Fat,0.06390019,Frozen Foods,157.263,Supermarket Type1
1960.781,12.6,Regular,0.062648111,Frozen Foods,104.899,Supermarket Type1
370.1848,15.6,Low Fat,0.111685868,Others,184.7924,Grocery Store
95.8752,8.71,Low Fat,0.233039817,Canned,49.5376,Grocery Store
3299.7048,18.1,Low Fat,0.17824575,Dairy,158.1288,Supermarket Type1
2684.5056,13.35,Low Fat,0.140241213,Frozen Foods,150.2392,Supermarket Type1
2085.2856,16.6,Low Fat,0,Fruits and Vegetables,173.3738,Supermarket Type1
2210.456,6.695,Low Fat,0.033935576,Frozen Foods,221.9456,Supermarket Type1
2187.153,NA,Regular,0.016516275,Fruits and Vegetables,47.4034,Supermarket Type3
1049.9666,16.6,Low Fat,0.026537206,Frozen Foods,57.2614,Supermarket Type1
2719.793,15.35,Low Fat,0.015673267,Others,145.047,Supermarket Type1
56.593,19.7,Low Fat,0.089083914,Fruits and Vegetables,54.593,Grocery Store
231.6984,14.3,Low Fat,0.131152799,Baking Goods,78.6328,Supermarket Type1
5734.5354,NA,Regular,0.083109455,Canned,195.8426,Supermarket Type3
1398.18,10,Low Fat,0.045818773,Frozen Foods,138.718,Supermarket Type1
1531.34,14.8,Low Fat,0.044869794,Soft Drinks,76.467,Supermarket Type1
319.584,NA,Regular,0,Canned,160.692,Grocery Store
633.8416,8.71,Regular,0.04605781,Dairy,43.8744,Supermarket Type1
1014.6792,12.15,Low Fat,0.030815427,Frozen Foods,252.0698,Grocery Store
2094.6068,17.85,Low Fat,0.01806055,Health and Hygiene,97.0094,Supermarket Type1
2386.2272,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,Supermarket Type1
780.9834,11.8,Regular,0.076705948,Snack Foods,34.7558,Supermarket Type1
1693.7952,14.1,LF,0.089677773,Canned,139.8496,Supermarket Type1
334.2316,NA,Low Fat,0.132327406,Dairy,168.4158,Grocery Store
1342.2528,19.35,Regular,0.065520388,Meat,168.3816,Supermarket Type1
4916.2672,19.75,Low Fat,0.012518707,Fruits and Vegetables,190.6872,Supermarket Type1
1757.712,10.3,Regular,0.050353695,Canned,78.696,Supermarket Type1
1637.868,NA,Low Fat,0.110762642,Others,108.5912,Supermarket Type3
1747.725,NA,Low Fat,0.045050674,Snack Foods,84.925,Supermarket Type3
2876.256,10.8,Low Fat,0.083016832,Dairy,193.4504,Supermarket Type1
1966.7732,17.75,Regular,0,Fruits and Vegetables,139.9838,Supermarket Type1
958.752,8.575,Low Fat,0.023983258,Soft Drinks,106.328,Supermarket Type2
81.2276,19.1,Low Fat,0.075836522,Dairy,40.2138,Grocery Store
1238.388,20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,Supermarket Type1
319.584,NA,Low Fat,0.051778173,Snack Foods,157.892,Grocery Store
4418.2488,6.785,Regular,0.022970468,Snack Foods,211.0928,Supermarket Type1
2863.6058,6.57,Low Fat,0.066014596,Hard Drinks,259.7278,Supermarket Type1
1845.5976,5.78,Regular,0.07429945,Snack Foods,264.9568,Supermarket Type1
1561.9668,6.92,Regular,0.131128467,Breakfast,93.1804,Supermarket Type1
3848.324,20.25,Regular,0.014816356,Dairy,194.1162,Supermarket Type1
2097.27,13.65,Low Fat,0.049318315,Fruits and Vegetables,149.005,Supermarket Type1
639.168,13.5,Regular,0.017960492,Snack Foods,81.596,Supermarket Type1
559.272,16.5,Low Fat,0.035801238,Health and Hygiene,92.612,Supermarket Type2
2770.3938,16.7,Regular,0.038606365,Snack Foods,146.5102,Supermarket Type1
295.6152,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,Supermarket Type2
37.9506,NA,Low Fat,0.125793938,Hard Drinks,36.2506,Grocery Store
1267.0174,7.235,Low Fat,0.058369013,Snack Foods,115.2834,Supermarket Type2
353.5398,16.75,Regular,0,Soft Drinks,39.3822,Supermarket Type1
1118.544,15.35,Low Fat,0.073269336,Soft Drinks,92.112,Supermarket Type1
4655.2736,10.8,Low Fat,0.049677651,Fruits and Vegetables,245.9144,Supermarket Type1
1547.3192,6.26,Low Fat,0.031470832,Household,110.2228,Supermarket Type1
1045.306,5.63,Regular,0.024579432,Meat,105.3306,Supermarket Type1
275.6412,6.92,Regular,0.131665479,Breakfast,91.8804,Supermarket Type1
2735.1064,12.15,Low Fat,0.015523707,Frozen Foods,212.0928,Supermarket Type2
347.5476,16.6,Low Fat,0.122475364,Fruits and Vegetables,175.5738,Supermarket Type1
3817.0314,9.195,Low Fat,0.107891398,Snack Foods,182.7634,Supermarket Type1
1905.5196,19,Low Fat,0.128065918,Snack Foods,104.3622,Supermarket Type1
665.8,9.395,Low Fat,0.045361705,Snack Foods,83.825,Supermarket Type1
2324.9736,9.8,Low Fat,0.090390357,Others,192.1478,Supermarket Type1
3205.1612,NA,Low Fat,0.087029712,Fruits and Vegetables,109.2228,Supermarket Type3
2101.9306,18.85,LF,0.052054819,Health and Hygiene,189.1846,Supermarket Type1
1821.6288,9.13,Low Fat,0.051952573,Household,152.3024,Supermarket Type1
3643.2576,9,Regular,0.050786366,Canned,152.2024,Supermarket Type1
2942.836,17.1,Low Fat,0.067141355,Household,114.586,Supermarket Type1
587.2356,6.715,Regular,0.121485195,Baking Goods,40.2454,Supermarket Type1
2886.243,5.82,Low Fat,0.080640478,Household,167.779,Supermarket Type1
2223.772,18.7,Low Fat,0.037699254,Fruits and Vegetables,110.2886,Supermarket Type1
487.3656,7.93,Low Fat,0,Frozen Foods,123.2414,Supermarket Type2
5770.4886,18.75,Low Fat,0.034501405,Household,211.7218,Supermarket Type1
1414.1592,NA,Low Fat,0.053795154,Snack Foods,117.7466,Supermarket Type3
5502.837,5,Low Fat,0.044004675,Soft Drinks,188.853,Supermarket Type1
2181.8266,7.445,low fat,0,Baking Goods,76.8354,Supermarket Type1
1565.9616,20.85,Low Fat,0.121250374,Snack Foods,193.9452,Supermarket Type1
1054.6272,20.85,Low Fat,0,Meat,115.1808,Supermarket Type2
1667.829,19.2,Low Fat,0.100230114,Frozen Foods,112.9886,Supermarket Type1
2812.3392,17.35,Low Fat,0.167383061,Household,175.6712,Supermarket Type1
489.363,14.3,Regular,0.034404732,Baking Goods,98.1726,Supermarket Type1
2865.6032,19.5,Low Fat,0.082719632,Canned,179.3002,Supermarket Type1
1665.8316,6.675,Low Fat,0.041913535,Snack Foods,90.7462,Supermarket Type1
2694.4926,8.18,Low Fat,0.0132043,Household,143.8154,Supermarket Type1
1555.9746,6.98,Low Fat,0.041105789,Canned,83.4934,Supermarket Type1
3836.3396,NA,LF,0.14110620199999999,Starchy Foods,87.9172,Supermarket Type3
543.2928,16.85,Low Fat,0.036463975,Snack Foods,90.7488,Supermarket Type1
1950.794,14.8,Low Fat,0.01946418,Health and Hygiene,196.3794,Supermarket Type1
177.7686,12.3,Regular,0,Snack Foods,57.3562,Supermarket Type1
1035.319,7.435,Low Fat,0.123086812,Starchy Foods,206.9638,Supermarket Type1
949.4308,15.1,reg,0.105646853,Fruits and Vegetables,42.8796,Supermarket Type1
1283.6624,9.195,Regular,0.118149377,Snack Foods,160.5578,Supermarket Type1
484.7024,10.1,Low Fat,0.046545786,Hard Drinks,59.9878,Supermarket Type1
934.7832,16,Regular,0.065009745,Dairy,79.5986,Supermarket Type1
534.6374,17.7,Regular,0.016630303,Fruits and Vegetables,48.1034,Supermarket Type1
878.856,8.1,Regular,0.134532392,Canned,39.448,Supermarket Type1
1332.9316,20.6,LF,0.083133128,Baking Goods,120.1756,Supermarket Type1
3560.6984,20.35,Low Fat,0.039428167,Household,127.9678,Supermarket Type2
647.8234,8.195,Low Fat,0,Baking Goods,93.1462,Supermarket Type2
4993.5,17.75,Low Fat,0.034823127,Dairy,248.675,Supermarket Type1
1691.7978,7.475,Low Fat,0.148492521,Fruits and Vegetables,240.6854,Supermarket Type1
1695.7926,19,Regular,0.065901299,Fruits and Vegetables,188.7214,Supermarket Type2
4042.7376,12.6,Regular,0.041622264,Fruits and Vegetables,124.0072,Supermarket Type1
